"Evaluation Overview, all Databases, Test Series MEDIUM"
QueryScenario,Phase,"sqlite4java","SQLite-Xerial","PostgreSQL","MongoDB"
GRAPH_LIKE_RELATED_BY_DCTERMS_SUBJECTS_1HOP_10_ENTITIES,"320861599","320861599","763152112","1653937535"
GRAPH_LIKE_RELATED_BY_DCTERMS_SUBJECTS_1HOP_100_ENTITIES,"320861599","320861599","1487492447","1653937535"
SCHEMA_CHANGE_INTRODUCE_NEW_PROPERTY,"81934384","81934384","81934384","77356726"
SCHEMA_CHANGE_INTRODUCE_STRING_OP,"81934384","81934384","81934384","77356726"
SCHEMA_CHANGE_MIGRATE_RDF_TYPE,"81934384","81934384","81934384","77356726"
SCHEMA_CHANGE_REMOVE_RDF_TYPE,"81934384","81934384","81934384","77356726"
UPDATE_LOW_SELECTIVITY_PAPER_MEDIUM,"81934384","81934384","81934384","77356726"
UPDATE_HIGH_SELECTIVITY_NON_ISSUED,"81934384","81934384","81934384","77356726"
DELETE_LOW_SELECTIVITY_PAPER_MEDIUM,"81934384","81934384","81934384","77356726"
DELETE_HIGH_SELECTIVIY_NON_ISSUED,"81934384","81934384","81934384","77356726"

